Image,Prediction,Confidence
/mnt/lake/VBags/140117/frame0073.jpg,Winter,0.53
/mnt/lake/VBags/140117/frame0333.jpg,Winter,0.985
/mnt/lake/VBags/140117/frame0018.jpg,Winter,0.97
/mnt/lake/VBags/140117/frame0318.jpg,Winter,0.983
/mnt/lake/VBags/140117/frame0369.jpg,Winter,0.9863
/mnt/lake/VBags/140117/frame0360.jpg,Winter,0.9854
/mnt/lake/VBags/140117/frame0266.jpg,Winter,0.8096
/mnt/lake/VBags/140117/frame0336.jpg,Winter,0.956
/mnt/lake/VBags/140117/frame0372.jpg,Winter,0.9624
/mnt/lake/VBags/140117/frame0316.jpg,Winter,0.914
/mnt/lake/VBags/140117/frame0368.jpg,Winter,0.9575
/mnt/lake/VBags/140117/frame0315.jpg,Winter,0.6924
/mnt/lake/VBags/140117/frame0334.jpg,Winter,0.9893
/mnt/lake/VBags/140117/frame0364.jpg,Winter,0.9966
/mnt/lake/VBags/140117/frame0280.jpg,Winter,0.9634
/mnt/lake/VBags/140117/frame0291.jpg,Winter,0.996
/mnt/lake/VBags/140117/frame0215.jpg,Winter,0.9946
/mnt/lake/VBags/140117/frame0335.jpg,Winter,0.991
/mnt/lake/VBags/140117/frame0226.jpg,Winter,0.994
/mnt/lake/VBags/140117/frame0343.jpg,Winter,0.946
/mnt/lake/VBags/140117/frame0277.jpg,Winter,0.97
/mnt/lake/VBags/140117/frame0005.jpg,Winter,0.9883
/mnt/lake/VBags/140117/frame0003.jpg,Winter,0.8726
/mnt/lake/VBags/140117/frame0087.jpg,Winter,0.88
/mnt/lake/VBags/140117/frame0059.jpg,Winter,0.743
/mnt/lake/VBags/140117/frame0012.jpg,Winter,0.9756
/mnt/lake/VBags/140117/frame0020.jpg,Winter,0.959
/mnt/lake/VBags/140117/frame0275.jpg,Winter,0.6436
/mnt/lake/VBags/140117/frame0116.jpg,Winter,0.826
/mnt/lake/VBags/140117/frame0050.jpg,Winter,0.8403
/mnt/lake/VBags/140117/frame0131.jpg,Winter,0.9297
/mnt/lake/VBags/140117/frame0251.jpg,Winter,0.908
/mnt/lake/VBags/140122/frame0300.jpg,Winter,0.9995
/mnt/lake/VBags/140122/frame0220.jpg,Winter,0.942
/mnt/lake/VBags/140122/frame0279.jpg,Winter,0.9897
/mnt/lake/VBags/140122/frame0281.jpg,Winter,0.9966
/mnt/lake/VBags/140122/frame0297.jpg,Winter,0.989
/mnt/lake/VBags/140122/frame0303.jpg,Winter,0.9795
/mnt/lake/VBags/140122/frame0312.jpg,Winter,0.9546
/mnt/lake/VBags/140122/frame0298.jpg,Winter,0.998
/mnt/lake/VBags/140122/frame0204.jpg,Winter,0.9883
/mnt/lake/VBags/140122/frame0307.jpg,Winter,0.99
/mnt/lake/VBags/140122/frame0282.jpg,Winter,0.9604
/mnt/lake/VBags/140122/frame0285.jpg,Winter,0.9697
/mnt/lake/VBags/140122/frame0306.jpg,Winter,0.9966
/mnt/lake/VBags/140122/frame0290.jpg,Winter,0.936
/mnt/lake/VBags/140122/frame0305.jpg,Winter,0.9897
/mnt/lake/VBags/140122/frame0258.jpg,Winter,0.912
/mnt/lake/VBags/140122/frame0091.jpg,Winter,0.8784
/mnt/lake/VBags/140122/frame0294.jpg,Winter,0.9756
/mnt/lake/VBags/140122/frame0264.jpg,Winter,0.8804
/mnt/lake/VBags/140122/frame0141.jpg,Winter,0.9272
/mnt/lake/VBags/140122/frame0302.jpg,Winter,0.9966
/mnt/lake/VBags/140122/frame0301.jpg,Winter,0.997
/mnt/lake/VBags/140122/frame0299.jpg,Winter,0.9985
/mnt/lake/VBags/140122/frame0259.jpg,Winter,0.9917
/mnt/lake/VBags/140122/frame0077.jpg,Winter,0.9917
/mnt/lake/VBags/140122/frame0181.jpg,Winter,0.9897
/mnt/lake/VBags/140122/frame0288.jpg,Winter,0.9873
/mnt/lake/VBags/140122/frame0283.jpg,Winter,0.959
/mnt/lake/VBags/140122/frame0304.jpg,Winter,0.993
/mnt/lake/VBags/140122/frame0286.jpg,Winter,0.955
/mnt/lake/VBags/140122/frame0051.jpg,Winter,0.98
/mnt/lake/VBags/140122/frame0308.jpg,Winter,0.9375
/mnt/lake/VBags/140122/frame0296.jpg,Winter,0.9775
/mnt/lake/VBags/140122/frame0063.jpg,Winter,0.953
/mnt/lake/VBags/140122/frame0263.jpg,Winter,0.6274
/mnt/lake/VBags/140122/frame0315.jpg,Winter,0.9478
/mnt/lake/VBags/140122/frame0061.jpg,Winter,0.8296
/mnt/lake/VBags/140122/frame0260.jpg,Winter,0.949
/mnt/lake/VBags/140122/frame0273.jpg,Winter,0.96
/mnt/lake/VBags/140122/frame0180.jpg,Winter,0.9287
/mnt/lake/VBags/140129/frame0077.jpg,Winter,0.926
/mnt/lake/VBags/140129/frame0365.jpg,Winter,0.998
/mnt/lake/VBags/140129/frame0076.jpg,Winter,0.9307
/mnt/lake/VBags/140129/frame0016.jpg,Winter,0.961
/mnt/lake/VBags/140129/frame0356.jpg,Winter,0.9976
/mnt/lake/VBags/140129/frame0078.jpg,Winter,0.9307
/mnt/lake/VBags/140129/frame0075.jpg,Winter,0.9062
/mnt/lake/VBags/140129/frame0079.jpg,Winter,0.8247
/mnt/lake/VBags/140129/frame0399.jpg,Winter,0.9976
/mnt/lake/VBags/140129/frame0364.jpg,Winter,0.9683
/mnt/lake/VBags/140129/frame0204.jpg,Winter,0.7705
/mnt/lake/VBags/140129/frame0085.jpg,Winter,0.967
/mnt/lake/VBags/140129/frame0362.jpg,Winter,0.9478
/mnt/lake/VBags/140129/frame0387.jpg,Winter,0.984
/mnt/lake/VBags/140129/frame0402.jpg,Winter,0.9746
/mnt/lake/VBags/140129/frame0354.jpg,Winter,0.9927
/mnt/lake/VBags/140129/frame0412.jpg,Winter,0.984
/mnt/lake/VBags/140129/frame0392.jpg,Winter,0.985
/mnt/lake/VBags/140129/frame0416.jpg,Winter,0.973
/mnt/lake/VBags/140129/frame0366.jpg,Winter,0.9497
/mnt/lake/VBags/140129/frame0117.jpg,Winter,0.993
/mnt/lake/VBags/140129/frame0395.jpg,Winter,0.9917
/mnt/lake/VBags/140129/frame0334.jpg,Winter,0.9873
/mnt/lake/VBags/140129/frame0372.jpg,Winter,0.9976
/mnt/lake/VBags/140129/frame0370.jpg,Winter,0.9917
/mnt/lake/VBags/140129/frame0360.jpg,Winter,0.9956
/mnt/lake/VBags/140129/frame0405.jpg,Winter,0.9937
/mnt/lake/VBags/140129/frame0376.jpg,Winter,0.982
/mnt/lake/VBags/140129/frame0394.jpg,Winter,0.9883
/mnt/lake/VBags/140129/frame0339.jpg,Winter,0.986
/mnt/lake/VBags/140129/frame0121.jpg,Winter,0.862
/mnt/lake/VBags/140129/frame0193.jpg,Winter,0.9595
/mnt/lake/VBags/140129/frame0012.jpg,Winter,0.5293
/mnt/lake/VBags/140129/frame0223.jpg,Winter,0.801
/mnt/lake/VBags/140129/frame0009.jpg,Autumn,0.507
/mnt/lake/VBags/140129/frame0119.jpg,Winter,0.95
/mnt/lake/VBags/140129/frame0349.jpg,Winter,0.9575
/mnt/lake/VBags/140129/frame0136.jpg,Winter,0.959
/mnt/lake/VBags/140129/frame0191.jpg,Winter,0.935
/mnt/lake/VBags/140129/frame0397.jpg,Winter,0.985
/mnt/lake/VBags/140205/frame0389.jpg,Winter,0.995
/mnt/lake/VBags/140205/frame0385.jpg,Winter,0.9966
/mnt/lake/VBags/140205/frame0386.jpg,Winter,0.943
/mnt/lake/VBags/140205/frame0387.jpg,Winter,0.9966
/mnt/lake/VBags/140205/frame0369.jpg,Winter,0.976
/mnt/lake/VBags/140205/frame0254.jpg,Winter,0.9917
/mnt/lake/VBags/140205/frame0393.jpg,Winter,0.992
/mnt/lake/VBags/140205/frame0362.jpg,Winter,0.9644
/mnt/lake/VBags/140205/frame0365.jpg,Winter,0.977
/mnt/lake/VBags/140205/frame0388.jpg,Winter,0.9883
/mnt/lake/VBags/140205/frame0007.jpg,Winter,0.9585
/mnt/lake/VBags/140205/frame0026.jpg,Winter,0.4983
/mnt/lake/VBags/140205/frame0006.jpg,Winter,0.9497
/mnt/lake/VBags/140205/frame0027.jpg,Autumn,0.613
/mnt/lake/VBags/140205/frame0289.jpg,Winter,0.937
/mnt/lake/VBags/140205/frame0017.jpg,Winter,0.5186
/mnt/lake/VBags/140205/frame0290.jpg,Winter,0.949
/mnt/lake/VBags/140205/frame0128.jpg,Winter,0.8384
/mnt/lake/VBags/140205/frame0140.jpg,Winter,0.7915
/mnt/lake/VBags/140205/frame0039.jpg,Winter,0.9917
/mnt/lake/VBags/140205/frame0293.jpg,Winter,0.998
/mnt/lake/VBags/140205/frame0196.jpg,Winter,0.995
/mnt/lake/VBags/140205/frame0206.jpg,Winter,0.972
/mnt/lake/VBags/140205/frame0077.jpg,Winter,0.996
/mnt/lake/VBags/140205/frame0245.jpg,Winter,0.9927
/mnt/lake/VBags/140205/frame0249.jpg,Winter,0.995
/mnt/lake/VBags/140205/frame0204.jpg,Winter,0.9595
/mnt/lake/VBags/140205/frame0244.jpg,Winter,0.9873
/mnt/lake/VBags/140205/frame0294.jpg,Winter,0.985
/mnt/lake/VBags/140205/frame0100.jpg,Winter,0.981
/mnt/lake/VBags/140205/frame0079.jpg,Winter,0.936
/mnt/lake/VBags/140205/frame0019.jpg,Winter,0.6035
/mnt/lake/VBags/140205/frame0093.jpg,Winter,0.87
/mnt/lake/VBags/140205/frame0002.jpg,Autumn,0.5225
/mnt/lake/VBags/140205/frame0137.jpg,Winter,0.8887
/mnt/lake/VBags/140205/frame0053.jpg,Winter,0.92
/mnt/lake/VBags/140205/frame0001.jpg,Autumn,0.7974
/mnt/lake/VBags/140205/frame0000.jpg,Winter,0.5527
/mnt/lake/VBags/140205/frame0020.jpg,Autumn,0.6626
/mnt/lake/VBags/140205/frame0058.jpg,Winter,0.9287
/mnt/lake/VBags/140314/frame0750.jpg,Spring,0.3904
/mnt/lake/VBags/140314/frame0749.jpg,Autumn,0.54
/mnt/lake/VBags/140314/frame0597.jpg,Autumn,0.7593
/mnt/lake/VBags/140314/frame0748.jpg,Autumn,0.4346
/mnt/lake/VBags/140314/frame0786.jpg,Spring,0.7417
/mnt/lake/VBags/140314/frame0747.jpg,Autumn,0.3987
/mnt/lake/VBags/140314/frame0770.jpg,Spring,0.4734
/mnt/lake/VBags/140314/frame0783.jpg,Spring,0.791
/mnt/lake/VBags/140314/frame0775.jpg,Winter,0.5444
/mnt/lake/VBags/140314/frame0797.jpg,Winter,0.545
/mnt/lake/VBags/140314/frame0819.jpg,Winter,0.738
/mnt/lake/VBags/140314/frame0821.jpg,Winter,0.8477
/mnt/lake/VBags/140314/frame0769.jpg,Winter,0.876
/mnt/lake/VBags/140314/frame0781.jpg,Spring,0.651
/mnt/lake/VBags/140314/frame0795.jpg,Winter,0.537
/mnt/lake/VBags/140314/frame0776.jpg,Spring,0.7275
/mnt/lake/VBags/140314/frame0757.jpg,Summer,0.5293
/mnt/lake/VBags/140314/frame0768.jpg,Winter,0.7227
/mnt/lake/VBags/140314/frame0782.jpg,Spring,0.496
/mnt/lake/VBags/140314/frame0826.jpg,Winter,0.7197
/mnt/lake/VBags/140314/frame0798.jpg,Summer,0.4326
/mnt/lake/VBags/140314/frame0794.jpg,Winter,0.4644
/mnt/lake/VBags/140314/frame0800.jpg,Winter,0.902
/mnt/lake/VBags/140314/frame0755.jpg,Summer,0.471
/mnt/lake/VBags/140314/frame0756.jpg,Spring,0.3186
/mnt/lake/VBags/140314/frame0686.jpg,Winter,0.643
/mnt/lake/VBags/140314/frame0806.jpg,Winter,0.4595
/mnt/lake/VBags/140314/frame0754.jpg,Winter,0.6577
/mnt/lake/VBags/140314/frame0759.jpg,Winter,0.5366
/mnt/lake/VBags/140314/frame0391.jpg,Winter,0.6973
/mnt/lake/VBags/140314/frame0630.jpg,Winter,0.906
/mnt/lake/VBags/140314/frame0737.jpg,Winter,0.957
/mnt/lake/VBags/140314/frame0743.jpg,Winter,0.8315
/mnt/lake/VBags/140314/frame0744.jpg,Winter,0.6855
/mnt/lake/VBags/140314/frame0742.jpg,Winter,0.5537
/mnt/lake/VBags/140314/frame0780.jpg,Winter,0.4124
/mnt/lake/VBags/140314/frame0728.jpg,Winter,0.8994
/mnt/lake/VBags/140314/frame0629.jpg,Winter,0.9185
/mnt/lake/VBags/140314/frame0690.jpg,Winter,0.8564
/mnt/lake/VBags/140314/frame0718.jpg,Winter,0.699
/mnt/lake/VBags/140409/frame0011.jpg,Winter,0.851
/mnt/lake/VBags/140409/frame0115.jpg,Autumn,0.569
/mnt/lake/VBags/140409/frame0015.jpg,Winter,0.952
/mnt/lake/VBags/140409/frame0116.jpg,Autumn,0.717
/mnt/lake/VBags/140409/frame0237.jpg,Autumn,0.516
/mnt/lake/VBags/140409/frame0022.jpg,Winter,0.4653
/mnt/lake/VBags/140409/frame0227.jpg,Winter,0.9697
/mnt/lake/VBags/140409/frame0240.jpg,Winter,0.772
/mnt/lake/VBags/140409/frame0024.jpg,Winter,0.913
/mnt/lake/VBags/140409/frame0203.jpg,Autumn,0.548
/mnt/lake/VBags/140409/frame0128.jpg,Winter,0.5903
/mnt/lake/VBags/140409/frame0139.jpg,Autumn,0.66
/mnt/lake/VBags/140409/frame0126.jpg,Spring,0.5405
/mnt/lake/VBags/140409/frame0120.jpg,Autumn,0.693
/mnt/lake/VBags/140409/frame0118.jpg,Winter,0.776
/mnt/lake/VBags/140409/frame0101.jpg,Autumn,0.4675
/mnt/lake/VBags/140409/frame0175.jpg,Autumn,0.532
/mnt/lake/VBags/140409/frame0212.jpg,Winter,0.583
/mnt/lake/VBags/140409/frame0244.jpg,Autumn,0.7827
/mnt/lake/VBags/140409/frame0159.jpg,Summer,0.492
/mnt/lake/VBags/140409/frame0214.jpg,Winter,0.5576
/mnt/lake/VBags/140409/frame0211.jpg,Winter,0.633
/mnt/lake/VBags/140409/frame0111.jpg,Winter,0.6904
/mnt/lake/VBags/140409/frame0131.jpg,Spring,0.4746
/mnt/lake/VBags/140409/frame0220.jpg,Winter,0.7734
/mnt/lake/VBags/140409/frame0113.jpg,Winter,0.561
/mnt/lake/VBags/140409/frame0144.jpg,Spring,0.4202
/mnt/lake/VBags/140409/frame0049.jpg,Spring,0.423
/mnt/lake/VBags/140409/frame0216.jpg,Winter,0.9365
/mnt/lake/VBags/140409/frame0207.jpg,Autumn,0.5063
/mnt/lake/VBags/140409/frame0102.jpg,Winter,0.4885
/mnt/lake/VBags/140409/frame0103.jpg,Winter,0.3892
/mnt/lake/VBags/140409/frame0074.jpg,Autumn,0.7354
/mnt/lake/VBags/140409/frame0070.jpg,Winter,0.7314
/mnt/lake/VBags/140409/frame0073.jpg,Autumn,0.5107
/mnt/lake/VBags/140409/frame0186.jpg,Winter,0.541
/mnt/lake/VBags/140409/frame0034.jpg,Autumn,0.393
/mnt/lake/VBags/140409/frame0079.jpg,Autumn,0.7637
/mnt/lake/VBags/140409/frame0136.jpg,Winter,0.6763
/mnt/lake/VBags/140409/frame0016.jpg,Winter,0.7993
/mnt/lake/VBags/140416/frame0093.jpg,Spring,0.865
/mnt/lake/VBags/140416/frame0155.jpg,Spring,0.627
/mnt/lake/VBags/140416/frame0282.jpg,Winter,0.8657
/mnt/lake/VBags/140416/frame0050.jpg,Winter,0.95
/mnt/lake/VBags/140416/frame0054.jpg,Winter,0.6445
/mnt/lake/VBags/140416/frame0231.jpg,Autumn,0.7495
/mnt/lake/VBags/140416/frame0115.jpg,Autumn,0.9536
/mnt/lake/VBags/140416/frame0111.jpg,Autumn,0.7085
/mnt/lake/VBags/140416/frame0277.jpg,Winter,0.966
/mnt/lake/VBags/140416/frame0094.jpg,Autumn,0.6426
/mnt/lake/VBags/140416/frame0229.jpg,Autumn,0.4504
/mnt/lake/VBags/140416/frame0218.jpg,Autumn,0.9185
/mnt/lake/VBags/140416/frame0215.jpg,Winter,0.5205
/mnt/lake/VBags/140416/frame0181.jpg,Spring,0.3994
/mnt/lake/VBags/140416/frame0157.jpg,Spring,0.3772
/mnt/lake/VBags/140416/frame0244.jpg,Autumn,0.5547
/mnt/lake/VBags/140416/frame0233.jpg,Winter,0.7036
/mnt/lake/VBags/140416/frame0223.jpg,Winter,0.559
/mnt/lake/VBags/140416/frame0112.jpg,Autumn,0.4446
/mnt/lake/VBags/140416/frame0117.jpg,Winter,0.599
/mnt/lake/VBags/140416/frame0173.jpg,Winter,0.7056
/mnt/lake/VBags/140416/frame0163.jpg,Winter,0.547
/mnt/lake/VBags/140416/frame0067.jpg,Autumn,0.756
/mnt/lake/VBags/140416/frame0160.jpg,Spring,0.651
/mnt/lake/VBags/140416/frame0172.jpg,Winter,0.4517
/mnt/lake/VBags/140416/frame0190.jpg,Spring,0.5107
/mnt/lake/VBags/140416/frame0276.jpg,Winter,0.9126
/mnt/lake/VBags/140416/frame0186.jpg,Winter,0.8306
/mnt/lake/VBags/140416/frame0189.jpg,Autumn,0.883
/mnt/lake/VBags/140416/frame0037.jpg,Winter,0.9033
/mnt/lake/VBags/140416/frame0118.jpg,Autumn,0.7144
/mnt/lake/VBags/140416/frame0159.jpg,Autumn,0.8604
/mnt/lake/VBags/140416/frame0078.jpg,Winter,0.7744
/mnt/lake/VBags/140416/frame0123.jpg,Autumn,0.7856
/mnt/lake/VBags/140416/frame0060.jpg,Winter,0.918
/mnt/lake/VBags/140416/frame0147.jpg,Autumn,0.6855
/mnt/lake/VBags/140416/frame0146.jpg,Winter,0.542
/mnt/lake/VBags/140416/frame0075.jpg,Winter,0.8853
/mnt/lake/VBags/140416/frame0048.jpg,Winter,0.6323
/mnt/lake/VBags/140416/frame0059.jpg,Winter,0.79
/mnt/lake/VBags/140424/frame0011.jpg,Autumn,0.9824
/mnt/lake/VBags/140424/frame0152.jpg,Spring,0.9043
/mnt/lake/VBags/140424/frame0013.jpg,Autumn,0.969
/mnt/lake/VBags/140424/frame0010.jpg,Autumn,0.9805
/mnt/lake/VBags/140424/frame0172.jpg,Autumn,0.4363
/mnt/lake/VBags/140424/frame0417.jpg,Winter,0.6914
/mnt/lake/VBags/140424/frame0159.jpg,Autumn,0.398
/mnt/lake/VBags/140424/frame0416.jpg,Winter,0.757
/mnt/lake/VBags/140424/frame0155.jpg,Autumn,0.971
/mnt/lake/VBags/140424/frame0228.jpg,Spring,0.816
/mnt/lake/VBags/140424/frame0156.jpg,Autumn,0.8013
/mnt/lake/VBags/140424/frame0012.jpg,Autumn,0.9785
/mnt/lake/VBags/140424/frame0280.jpg,Autumn,0.614
/mnt/lake/VBags/140424/frame0157.jpg,Autumn,0.935
/mnt/lake/VBags/140424/frame0414.jpg,Autumn,0.599
/mnt/lake/VBags/140424/frame0069.jpg,Autumn,0.4177
/mnt/lake/VBags/140424/frame0229.jpg,Spring,0.646
/mnt/lake/VBags/140424/frame0174.jpg,Autumn,0.5435
/mnt/lake/VBags/140424/frame0077.jpg,Autumn,0.8433
/mnt/lake/VBags/140424/frame0317.jpg,Winter,0.6396
/mnt/lake/VBags/140424/frame0170.jpg,Autumn,0.686
/mnt/lake/VBags/140424/frame0320.jpg,Winter,0.674
/mnt/lake/VBags/140424/frame0092.jpg,Autumn,0.663
/mnt/lake/VBags/140424/frame0143.jpg,Winter,0.8623
/mnt/lake/VBags/140424/frame0107.jpg,Winter,0.6035
/mnt/lake/VBags/140424/frame0237.jpg,Winter,0.525
/mnt/lake/VBags/140424/frame0368.jpg,Spring,0.4155
/mnt/lake/VBags/140424/frame0158.jpg,Autumn,0.3604
/mnt/lake/VBags/140424/frame0308.jpg,Winter,0.5464
/mnt/lake/VBags/140424/frame0141.jpg,Winter,0.7993
/mnt/lake/VBags/140424/frame0175.jpg,Autumn,0.801
/mnt/lake/VBags/140424/frame0227.jpg,Autumn,0.4177
/mnt/lake/VBags/140424/frame0287.jpg,Autumn,0.925
/mnt/lake/VBags/140424/frame0364.jpg,Autumn,0.7646
/mnt/lake/VBags/140424/frame0147.jpg,Winter,0.569
/mnt/lake/VBags/140424/frame0232.jpg,Winter,0.3738
/mnt/lake/VBags/140424/frame0169.jpg,Winter,0.6875
/mnt/lake/VBags/140424/frame0181.jpg,Autumn,0.519
/mnt/lake/VBags/140424/frame0073.jpg,Autumn,0.7085
/mnt/lake/VBags/140424/frame0154.jpg,Autumn,0.4246
/mnt/lake/VBags/140502/frame0154.jpg,Spring,0.844
/mnt/lake/VBags/140502/frame0098.jpg,Winter,0.656
/mnt/lake/VBags/140502/frame0114.jpg,Winter,0.607
/mnt/lake/VBags/140502/frame0049.jpg,Autumn,0.553
/mnt/lake/VBags/140502/frame0088.jpg,Autumn,0.6094
/mnt/lake/VBags/140502/frame0351.jpg,Autumn,0.741
/mnt/lake/VBags/140502/frame0056.jpg,Winter,0.4973
/mnt/lake/VBags/140502/frame0300.jpg,Winter,0.9844
/mnt/lake/VBags/140502/frame0115.jpg,Autumn,0.748
/mnt/lake/VBags/140502/frame0174.jpg,Autumn,0.7593
/mnt/lake/VBags/140502/frame0156.jpg,Spring,0.72
/mnt/lake/VBags/140502/frame0196.jpg,Spring,0.575
/mnt/lake/VBags/140502/frame0197.jpg,Winter,0.6504
/mnt/lake/VBags/140502/frame0160.jpg,Spring,0.534
/mnt/lake/VBags/140502/frame0200.jpg,Autumn,0.5967
/mnt/lake/VBags/140502/frame0195.jpg,Spring,0.705
/mnt/lake/VBags/140502/frame0177.jpg,Spring,0.908
/mnt/lake/VBags/140502/frame0143.jpg,Autumn,0.7554
/mnt/lake/VBags/140502/frame0164.jpg,Winter,0.4172
/mnt/lake/VBags/140502/frame0036.jpg,Autumn,0.653
/mnt/lake/VBags/140502/frame0163.jpg,Spring,0.4734
/mnt/lake/VBags/140502/frame0176.jpg,Winter,0.7026
/mnt/lake/VBags/140502/frame0159.jpg,Winter,0.5103
/mnt/lake/VBags/140502/frame0179.jpg,Winter,0.4636
/mnt/lake/VBags/140502/frame0216.jpg,Winter,0.62
/mnt/lake/VBags/140502/frame0037.jpg,Autumn,0.589
/mnt/lake/VBags/140502/frame0162.jpg,Autumn,0.4612
/mnt/lake/VBags/140502/frame0121.jpg,Autumn,0.5806
/mnt/lake/VBags/140502/frame0165.jpg,Winter,0.6035
/mnt/lake/VBags/140502/frame0172.jpg,Winter,0.68
/mnt/lake/VBags/140502/frame0155.jpg,Winter,0.4941
/mnt/lake/VBags/140502/frame0119.jpg,Autumn,0.8506
/mnt/lake/VBags/140502/frame0040.jpg,Winter,0.7344
/mnt/lake/VBags/140502/frame0116.jpg,Autumn,0.6064
/mnt/lake/VBags/140502/frame0029.jpg,Autumn,0.978
/mnt/lake/VBags/140502/frame0117.jpg,Autumn,0.64
/mnt/lake/VBags/140502/frame0111.jpg,Winter,0.467
/mnt/lake/VBags/140502/frame0120.jpg,Autumn,0.754
/mnt/lake/VBags/140502/frame0127.jpg,Autumn,0.5566
/mnt/lake/VBags/140502/frame0158.jpg,Winter,0.5093
/mnt/lake/VBags/140515/frame0600.jpg,Winter,0.844
/mnt/lake/VBags/140515/frame0632.jpg,Winter,0.864
/mnt/lake/VBags/140515/frame0804.jpg,Autumn,0.797
/mnt/lake/VBags/140515/frame0631.jpg,Winter,0.8213
/mnt/lake/VBags/140515/frame0450.jpg,Autumn,0.842
/mnt/lake/VBags/140515/frame0650.jpg,Winter,0.663
/mnt/lake/VBags/140515/frame0904.jpg,Winter,0.5786
/mnt/lake/VBags/140515/frame0778.jpg,Winter,0.974
/mnt/lake/VBags/140515/frame0590.jpg,Winter,0.5254
/mnt/lake/VBags/140515/frame0653.jpg,Winter,0.54
/mnt/lake/VBags/140515/frame0657.jpg,Autumn,0.885
/mnt/lake/VBags/140515/frame0593.jpg,Autumn,0.637
/mnt/lake/VBags/140515/frame0670.jpg,Autumn,0.884
/mnt/lake/VBags/140515/frame0446.jpg,Autumn,0.605
/mnt/lake/VBags/140515/frame0447.jpg,Autumn,0.72
/mnt/lake/VBags/140515/frame0983.jpg,Autumn,0.893
/mnt/lake/VBags/140515/frame0620.jpg,Autumn,0.5684
/mnt/lake/VBags/140515/frame0828.jpg,Winter,0.5444
/mnt/lake/VBags/140515/frame0655.jpg,Autumn,0.7437
/mnt/lake/VBags/140515/frame0587.jpg,Autumn,0.802
/mnt/lake/VBags/140515/frame0829.jpg,Winter,0.6943
/mnt/lake/VBags/140515/frame0689.jpg,Winter,0.89
/mnt/lake/VBags/140515/frame0609.jpg,Winter,0.8975
/mnt/lake/VBags/140515/frame0634.jpg,Winter,0.5044
/mnt/lake/VBags/140515/frame0659.jpg,Winter,0.5684
/mnt/lake/VBags/140515/frame0602.jpg,Winter,0.715
