Image,Prediction,Confidence
/mnt/lake/VBags/140828/frame0180.jpg,Winter,0.515
/mnt/lake/VBags/140828/frame0283.jpg,Autumn,0.8887
/mnt/lake/VBags/140828/frame0030.jpg,Autumn,0.7026
/mnt/lake/VBags/140828/frame0101.jpg,Winter,0.638
/mnt/lake/VBags/140828/frame0528.jpg,Winter,0.834
/mnt/lake/VBags/140828/frame0171.jpg,Autumn,0.8774
/mnt/lake/VBags/140828/frame0518.jpg,Winter,0.7305
/mnt/lake/VBags/140828/frame0178.jpg,Winter,0.5107
/mnt/lake/VBags/140828/frame0105.jpg,Winter,0.8276
/mnt/lake/VBags/140828/frame0176.jpg,Autumn,0.8696
/mnt/lake/VBags/140904/frame0106.jpg,Autumn,0.9497
/mnt/lake/VBags/140904/frame0021.jpg,Autumn,0.965
/mnt/lake/VBags/140904/frame0275.jpg,Autumn,0.5903
/mnt/lake/VBags/140904/frame0280.jpg,Autumn,0.8857
/mnt/lake/VBags/140904/frame0075.jpg,Autumn,0.844
/mnt/lake/VBags/140904/frame0094.jpg,Autumn,0.7817
/mnt/lake/VBags/140904/frame0279.jpg,Autumn,0.9775
/mnt/lake/VBags/140904/frame0144.jpg,Autumn,0.661
/mnt/lake/VBags/140904/frame0260.jpg,Autumn,0.7017
/mnt/lake/VBags/140904/frame0129.jpg,Autumn,0.964
/mnt/lake/VBags/140904/frame0255.jpg,Autumn,0.8467
/mnt/lake/VBags/140904/frame0261.jpg,Autumn,0.98
/mnt/lake/VBags/140904/frame0266.jpg,Autumn,0.8745
/mnt/lake/VBags/140904/frame0048.jpg,Autumn,0.861
/mnt/lake/VBags/140904/frame0123.jpg,Autumn,0.87
/mnt/lake/VBags/140904/frame0284.jpg,Autumn,0.4055
/mnt/lake/VBags/140904/frame0286.jpg,Winter,0.6597
/mnt/lake/VBags/140904/frame0118.jpg,Autumn,0.7476
/mnt/lake/VBags/140904/frame0271.jpg,Autumn,0.6206
/mnt/lake/VBags/140904/frame0265.jpg,Autumn,0.8403
/mnt/lake/VBags/140904/frame0223.jpg,Autumn,0.909
/mnt/lake/VBags/140904/frame0098.jpg,Autumn,0.5957
/mnt/lake/VBags/140904/frame0268.jpg,Autumn,0.8257
/mnt/lake/VBags/140904/frame0182.jpg,Autumn,0.962
/mnt/lake/VBags/140904/frame0270.jpg,Autumn,0.756
/mnt/lake/VBags/140904/frame0262.jpg,Autumn,0.9126
/mnt/lake/VBags/140904/frame0269.jpg,Winter,0.702
/mnt/lake/VBags/140904/frame0122.jpg,Autumn,0.802
/mnt/lake/VBags/140904/frame0022.jpg,Autumn,0.65
/mnt/lake/VBags/140904/frame0267.jpg,Autumn,0.727
/mnt/lake/VBags/140904/frame0230.jpg,Autumn,0.7876
/mnt/lake/VBags/140904/frame0181.jpg,Autumn,0.723
/mnt/lake/VBags/140904/frame0254.jpg,Autumn,0.728
/mnt/lake/VBags/140904/frame0238.jpg,Winter,0.547
/mnt/lake/VBags/140904/frame0239.jpg,Autumn,0.8413
/mnt/lake/VBags/140904/frame0222.jpg,Autumn,0.6924
/mnt/lake/VBags/140904/frame0293.jpg,Autumn,0.679
/mnt/lake/VBags/140904/frame0168.jpg,Autumn,0.8457
/mnt/lake/VBags/140904/frame0033.jpg,Autumn,0.8296
/mnt/lake/VBags/140904/frame0034.jpg,Autumn,0.832
/mnt/lake/VBags/140911/frame0022.jpg,Autumn,0.6934
/mnt/lake/VBags/140911/frame0023.jpg,Autumn,0.9375
/mnt/lake/VBags/140911/frame0031.jpg,Autumn,0.989
/mnt/lake/VBags/140911/frame0025.jpg,Autumn,0.9893
/mnt/lake/VBags/140911/frame0339.jpg,Autumn,0.7153
/mnt/lake/VBags/140911/frame0096.jpg,Autumn,0.5366
/mnt/lake/VBags/140911/frame0035.jpg,Autumn,0.9707
/mnt/lake/VBags/140911/frame0341.jpg,Autumn,0.8237
/mnt/lake/VBags/140911/frame0071.jpg,Autumn,0.5234
/mnt/lake/VBags/140911/frame0112.jpg,Autumn,0.64
/mnt/lake/VBags/140911/frame0095.jpg,Summer,0.3894
/mnt/lake/VBags/140911/frame0274.jpg,Autumn,0.812
/mnt/lake/VBags/140911/frame0266.jpg,Autumn,0.6504
/mnt/lake/VBags/140911/frame0068.jpg,Autumn,0.758
/mnt/lake/VBags/140911/frame0259.jpg,Spring,0.4358
/mnt/lake/VBags/140911/frame0267.jpg,Autumn,0.744
/mnt/lake/VBags/140911/frame0161.jpg,Autumn,0.904
/mnt/lake/VBags/140911/frame0154.jpg,Winter,0.67
/mnt/lake/VBags/140911/frame0127.jpg,Summer,0.7524
/mnt/lake/VBags/140911/frame0047.jpg,Autumn,0.6694
/mnt/lake/VBags/140911/frame0273.jpg,Autumn,0.9575
/mnt/lake/VBags/140911/frame0326.jpg,Winter,0.5146
/mnt/lake/VBags/140911/frame0304.jpg,Autumn,0.9634
/mnt/lake/VBags/140911/frame0299.jpg,Autumn,0.793
/mnt/lake/VBags/140911/frame0316.jpg,Autumn,0.749
/mnt/lake/VBags/140911/frame0344.jpg,Autumn,0.9326
/mnt/lake/VBags/140911/frame0189.jpg,Autumn,0.9688
/mnt/lake/VBags/140911/frame0343.jpg,Autumn,0.7124
/mnt/lake/VBags/140911/frame0201.jpg,Autumn,0.7563
/mnt/lake/VBags/140911/frame0033.jpg,Autumn,0.96
/mnt/lake/VBags/140911/frame0305.jpg,Autumn,0.8276
/mnt/lake/VBags/140911/frame0301.jpg,Autumn,0.8843
/mnt/lake/VBags/140911/frame0338.jpg,Autumn,0.6655
/mnt/lake/VBags/140911/frame0037.jpg,Autumn,0.576
/mnt/lake/VBags/140911/frame0298.jpg,Autumn,0.925
/mnt/lake/VBags/140911/frame0310.jpg,Autumn,0.593
/mnt/lake/VBags/140911/frame0190.jpg,Autumn,0.864
/mnt/lake/VBags/140911/frame0039.jpg,Autumn,0.8403
/mnt/lake/VBags/140911/frame0253.jpg,Autumn,0.6772
/mnt/lake/VBags/140911/frame0315.jpg,Autumn,0.6865
/mnt/lake/VBags/140919/frame0056.jpg,Autumn,0.92
/mnt/lake/VBags/140919/frame0246.jpg,Autumn,0.924
/mnt/lake/VBags/140919/frame0067.jpg,Autumn,0.972
/mnt/lake/VBags/140919/frame0177.jpg,Autumn,0.9233
/mnt/lake/VBags/140919/frame0309.jpg,Autumn,0.936
/mnt/lake/VBags/140919/frame0330.jpg,Autumn,0.592
/mnt/lake/VBags/140919/frame0066.jpg,Autumn,0.894
/mnt/lake/VBags/140919/frame0176.jpg,Autumn,0.548
/mnt/lake/VBags/140919/frame0291.jpg,Autumn,0.9673
/mnt/lake/VBags/140919/frame0333.jpg,Winter,0.8076
/mnt/lake/VBags/140919/frame0104.jpg,Autumn,0.6216
/mnt/lake/VBags/140919/frame0197.jpg,Autumn,0.8594
/mnt/lake/VBags/140919/frame0342.jpg,Autumn,0.929
/mnt/lake/VBags/140919/frame0310.jpg,Autumn,0.936
/mnt/lake/VBags/140919/frame0336.jpg,Autumn,0.602
/mnt/lake/VBags/140919/frame0311.jpg,Autumn,0.9595
/mnt/lake/VBags/140919/frame0105.jpg,Autumn,0.902
/mnt/lake/VBags/140919/frame0321.jpg,Winter,0.651
/mnt/lake/VBags/140919/frame0335.jpg,Autumn,0.7754
/mnt/lake/VBags/140919/frame0282.jpg,Autumn,0.672
/mnt/lake/VBags/140919/frame0314.jpg,Autumn,0.7954
/mnt/lake/VBags/140919/frame0325.jpg,Autumn,0.6284
/mnt/lake/VBags/140919/frame0096.jpg,Autumn,0.8467
/mnt/lake/VBags/140919/frame0317.jpg,Winter,0.724
/mnt/lake/VBags/140919/frame0273.jpg,Winter,0.5957
/mnt/lake/VBags/140919/frame0169.jpg,Autumn,0.8257
/mnt/lake/VBags/140919/frame0322.jpg,Winter,0.9185
/mnt/lake/VBags/140919/frame0098.jpg,Autumn,0.5986
/mnt/lake/VBags/140919/frame0316.jpg,Autumn,0.6396
/mnt/lake/VBags/140919/frame0318.jpg,Winter,0.5635
/mnt/lake/VBags/140919/frame0231.jpg,Autumn,0.7954
/mnt/lake/VBags/140919/frame0170.jpg,Autumn,0.8564
/mnt/lake/VBags/140919/frame0287.jpg,Autumn,0.732
/mnt/lake/VBags/140919/frame0303.jpg,Autumn,0.918
/mnt/lake/VBags/140919/frame0346.jpg,Autumn,0.655
/mnt/lake/VBags/140919/frame0315.jpg,Autumn,0.8696
/mnt/lake/VBags/140919/frame0076.jpg,Autumn,0.842
/mnt/lake/VBags/140919/frame0288.jpg,Autumn,0.8486
/mnt/lake/VBags/140919/frame0329.jpg,Winter,0.557
/mnt/lake/VBags/140919/frame0297.jpg,Autumn,0.603
/mnt/lake/VBags/140926/frame0032.jpg,Autumn,0.9917
/mnt/lake/VBags/140926/frame0155.jpg,Autumn,0.943
/mnt/lake/VBags/140926/frame0342.jpg,Autumn,0.931
/mnt/lake/VBags/140926/frame0345.jpg,Autumn,0.9263
/mnt/lake/VBags/140926/frame0280.jpg,Autumn,0.9795
/mnt/lake/VBags/140926/frame0031.jpg,Autumn,0.9897
/mnt/lake/VBags/140926/frame0281.jpg,Autumn,0.974
/mnt/lake/VBags/140926/frame0154.jpg,Autumn,0.787
/mnt/lake/VBags/140926/frame0344.jpg,Winter,0.591
/mnt/lake/VBags/140926/frame0139.jpg,Autumn,0.8555
/mnt/lake/VBags/140926/frame0348.jpg,Winter,0.823
/mnt/lake/VBags/140926/frame0349.jpg,Autumn,0.5186
/mnt/lake/VBags/140926/frame0331.jpg,Autumn,0.767
/mnt/lake/VBags/140926/frame0347.jpg,Winter,0.6514
/mnt/lake/VBags/140926/frame0068.jpg,Winter,0.7227
/mnt/lake/VBags/140926/frame0325.jpg,Winter,0.539
/mnt/lake/VBags/140926/frame0346.jpg,Autumn,0.53
/mnt/lake/VBags/140926/frame0336.jpg,Autumn,0.545
/mnt/lake/VBags/140926/frame0335.jpg,Winter,0.973
/mnt/lake/VBags/140926/frame0322.jpg,Autumn,0.5073
/mnt/lake/VBags/140926/frame0316.jpg,Autumn,0.9346
/mnt/lake/VBags/140926/frame0299.jpg,Autumn,0.978
/mnt/lake/VBags/140926/frame0320.jpg,Autumn,0.6704
/mnt/lake/VBags/140926/frame0113.jpg,Autumn,0.9575
/mnt/lake/VBags/140926/frame0323.jpg,Autumn,0.5977
/mnt/lake/VBags/140926/frame0300.jpg,Autumn,0.9243
/mnt/lake/VBags/140926/frame0334.jpg,Winter,0.6787
/mnt/lake/VBags/140926/frame0150.jpg,Winter,0.539
/mnt/lake/VBags/140926/frame0324.jpg,Winter,0.565
/mnt/lake/VBags/140926/frame0291.jpg,Autumn,0.749
/mnt/lake/VBags/140926/frame0292.jpg,Autumn,0.6357
/mnt/lake/VBags/140926/frame0306.jpg,Autumn,0.62
/mnt/lake/VBags/140926/frame0236.jpg,Autumn,0.8906
/mnt/lake/VBags/140926/frame0305.jpg,Winter,0.567
/mnt/lake/VBags/140926/frame0304.jpg,Autumn,0.583
/mnt/lake/VBags/140926/frame0277.jpg,Autumn,0.7563
/mnt/lake/VBags/140926/frame0290.jpg,Winter,0.6313
/mnt/lake/VBags/140926/frame0211.jpg,Autumn,0.8433
/mnt/lake/VBags/140926/frame0039.jpg,Autumn,0.86
/mnt/lake/VBags/140926/frame0040.jpg,Autumn,0.593
/mnt/lake/VBags/141003/frame0128.jpg,Autumn,0.9336
/mnt/lake/VBags/141003/frame0368.jpg,Autumn,0.983
/mnt/lake/VBags/141003/frame0096.jpg,Autumn,0.974
/mnt/lake/VBags/141003/frame0122.jpg,Autumn,0.905
/mnt/lake/VBags/141003/frame0139.jpg,Autumn,0.97
/mnt/lake/VBags/141003/frame0019.jpg,Autumn,0.911
/mnt/lake/VBags/141003/frame0015.jpg,Autumn,0.9263
/mnt/lake/VBags/141003/frame0228.jpg,Autumn,0.531
/mnt/lake/VBags/141003/frame0068.jpg,Autumn,0.8247
/mnt/lake/VBags/141003/frame0121.jpg,Autumn,0.9614
/mnt/lake/VBags/141003/frame0059.jpg,Autumn,0.836
/mnt/lake/VBags/141003/frame0116.jpg,Autumn,0.9165
/mnt/lake/VBags/141003/frame0050.jpg,Autumn,0.663
/mnt/lake/VBags/141003/frame0315.jpg,Autumn,0.7812
/mnt/lake/VBags/141003/frame0117.jpg,Autumn,0.937
/mnt/lake/VBags/141003/frame0095.jpg,Autumn,0.7007
/mnt/lake/VBags/141003/frame0274.jpg,Autumn,0.86
/mnt/lake/VBags/141003/frame0140.jpg,Autumn,0.8
/mnt/lake/VBags/141003/frame0316.jpg,Autumn,0.5225
/mnt/lake/VBags/141003/frame0020.jpg,Autumn,0.9873
/mnt/lake/VBags/141003/frame0112.jpg,Autumn,0.8633
/mnt/lake/VBags/141003/frame0042.jpg,Winter,0.511
/mnt/lake/VBags/141003/frame0281.jpg,Autumn,0.8296
/mnt/lake/VBags/141003/frame0265.jpg,Autumn,0.9136
/mnt/lake/VBags/141003/frame0290.jpg,Winter,0.5186
/mnt/lake/VBags/141003/frame0123.jpg,Autumn,0.9746
/mnt/lake/VBags/141003/frame0120.jpg,Autumn,0.9087
/mnt/lake/VBags/141003/frame0320.jpg,Winter,0.9224
/mnt/lake/VBags/141003/frame0280.jpg,Autumn,0.788
/mnt/lake/VBags/141003/frame0028.jpg,Autumn,0.9785
/mnt/lake/VBags/141003/frame0193.jpg,Autumn,0.8877
/mnt/lake/VBags/141003/frame0118.jpg,Autumn,0.9272
/mnt/lake/VBags/141003/frame0262.jpg,Autumn,0.675
/mnt/lake/VBags/141003/frame0208.jpg,Autumn,0.653
/mnt/lake/VBags/141003/frame0246.jpg,Autumn,0.572
/mnt/lake/VBags/141003/frame0279.jpg,Winter,0.603
/mnt/lake/VBags/141003/frame0266.jpg,Autumn,0.826
/mnt/lake/VBags/141003/frame0099.jpg,Autumn,0.8047
/mnt/lake/VBags/141003/frame0286.jpg,Winter,0.832
/mnt/lake/VBags/141003/frame0213.jpg,Autumn,0.8784
/mnt/lake/VBags/141010/frame0117.jpg,Autumn,0.9756
/mnt/lake/VBags/141010/frame0472.jpg,Autumn,0.8354
/mnt/lake/VBags/141010/frame0345.jpg,Autumn,0.957
/mnt/lake/VBags/141010/frame0344.jpg,Autumn,0.944
/mnt/lake/VBags/141010/frame0040.jpg,Autumn,0.988
/mnt/lake/VBags/141010/frame0125.jpg,Autumn,0.978
/mnt/lake/VBags/141010/frame0471.jpg,Autumn,0.8877
/mnt/lake/VBags/141010/frame0073.jpg,Autumn,0.9556
/mnt/lake/VBags/141010/frame0355.jpg,Autumn,0.976
/mnt/lake/VBags/141010/frame0522.jpg,Autumn,0.797
/mnt/lake/VBags/141010/frame0365.jpg,Autumn,0.895
/mnt/lake/VBags/141010/frame0284.jpg,Autumn,0.7676
/mnt/lake/VBags/141010/frame0552.jpg,Autumn,0.92
/mnt/lake/VBags/141010/frame0116.jpg,Autumn,0.99
/mnt/lake/VBags/141010/frame0394.jpg,Autumn,0.8896
/mnt/lake/VBags/141010/frame0420.jpg,Autumn,0.894
/mnt/lake/VBags/141010/frame0566.jpg,Autumn,0.8955
/mnt/lake/VBags/141010/frame0113.jpg,Autumn,0.992
/mnt/lake/VBags/141010/frame0037.jpg,Autumn,0.9604
/mnt/lake/VBags/141010/frame0346.jpg,Autumn,0.923
/mnt/lake/VBags/141010/frame0342.jpg,Autumn,0.949
/mnt/lake/VBags/141010/frame0358.jpg,Autumn,0.956
/mnt/lake/VBags/141010/frame0349.jpg,Autumn,0.886
/mnt/lake/VBags/141010/frame0551.jpg,Autumn,0.9033
/mnt/lake/VBags/141010/frame0281.jpg,Autumn,0.7817
/mnt/lake/VBags/141010/frame0022.jpg,Autumn,0.643
/mnt/lake/VBags/141010/frame0097.jpg,Autumn,0.895
/mnt/lake/VBags/141010/frame0313.jpg,Autumn,0.717
/mnt/lake/VBags/141010/frame0521.jpg,Autumn,0.844
/mnt/lake/VBags/141010/frame0098.jpg,Autumn,0.8975
/mnt/lake/VBags/141010/frame0046.jpg,Autumn,0.723
/mnt/lake/VBags/141010/frame0458.jpg,Autumn,0.9556
/mnt/lake/VBags/141010/frame0466.jpg,Autumn,0.5864
/mnt/lake/VBags/141010/frame0147.jpg,Autumn,0.8384
/mnt/lake/VBags/141010/frame0070.jpg,Autumn,0.863
/mnt/lake/VBags/141010/frame0136.jpg,Autumn,0.8945
/mnt/lake/VBags/141010/frame0049.jpg,Autumn,0.854
/mnt/lake/VBags/141010/frame0100.jpg,Autumn,0.6616
/mnt/lake/VBags/141010/frame0133.jpg,Autumn,0.9385
/mnt/lake/VBags/141010/frame0443.jpg,Autumn,0.5254
/mnt/lake/VBags/141024/frame0109.jpg,Autumn,0.9487
/mnt/lake/VBags/141024/frame0115.jpg,Autumn,0.949
/mnt/lake/VBags/141024/frame0108.jpg,Autumn,0.929
/mnt/lake/VBags/141024/frame0084.jpg,Autumn,0.926
/mnt/lake/VBags/141024/frame0113.jpg,Autumn,0.6255
/mnt/lake/VBags/141024/frame0083.jpg,Autumn,0.9097
/mnt/lake/VBags/141024/frame0082.jpg,Autumn,0.958
/mnt/lake/VBags/141024/frame0116.jpg,Autumn,0.833
/mnt/lake/VBags/141024/frame0077.jpg,Autumn,0.8394
/mnt/lake/VBags/141024/frame0136.jpg,Autumn,0.781
/mnt/lake/VBags/141024/frame0107.jpg,Autumn,0.952
/mnt/lake/VBags/141024/frame0159.jpg,Spring,0.786
/mnt/lake/VBags/141024/frame0030.jpg,Autumn,0.919
/mnt/lake/VBags/141024/frame0110.jpg,Autumn,0.8994
/mnt/lake/VBags/141024/frame0300.jpg,Autumn,0.947
/mnt/lake/VBags/141024/frame0137.jpg,Autumn,0.719
/mnt/lake/VBags/141024/frame0127.jpg,Autumn,0.701
/mnt/lake/VBags/141024/frame0096.jpg,Autumn,0.9365
/mnt/lake/VBags/141024/frame0122.jpg,Autumn,0.8154
/mnt/lake/VBags/141024/frame0258.jpg,Autumn,0.7896
/mnt/lake/VBags/141024/frame0160.jpg,Autumn,0.852
/mnt/lake/VBags/141024/frame0162.jpg,Autumn,0.9897
/mnt/lake/VBags/141024/frame0068.jpg,Autumn,0.937
/mnt/lake/VBags/141024/frame0301.jpg,Autumn,0.9097
/mnt/lake/VBags/141024/frame0104.jpg,Autumn,0.871
/mnt/lake/VBags/141024/frame0135.jpg,Autumn,0.9043
/mnt/lake/VBags/141024/frame0106.jpg,Autumn,0.8936
/mnt/lake/VBags/141024/frame0081.jpg,Autumn,0.9165
/mnt/lake/VBags/141024/frame0174.jpg,Autumn,0.6978
/mnt/lake/VBags/141024/frame0103.jpg,Autumn,0.9185
/mnt/lake/VBags/141024/frame0029.jpg,Autumn,0.8296
/mnt/lake/VBags/141024/frame0040.jpg,Autumn,0.848
/mnt/lake/VBags/141024/frame0052.jpg,Autumn,0.926
/mnt/lake/VBags/141024/frame0043.jpg,Autumn,0.558
/mnt/lake/VBags/141024/frame0000.jpg,Autumn,0.7036
/mnt/lake/VBags/141024/frame0038.jpg,Autumn,0.8535
/mnt/lake/VBags/141024/frame0039.jpg,Autumn,0.6743
/mnt/lake/VBags/141024/frame0031.jpg,Autumn,0.785
/mnt/lake/VBags/141024/frame0304.jpg,Winter,0.6157
/mnt/lake/VBags/141024/frame0079.jpg,Autumn,0.8345
/mnt/lake/VBags/141029/frame0143.jpg,Autumn,0.975
/mnt/lake/VBags/141029/frame0149.jpg,Autumn,0.9683
/mnt/lake/VBags/141029/frame0116.jpg,Autumn,0.906
/mnt/lake/VBags/141029/frame0336.jpg,Autumn,0.9736
/mnt/lake/VBags/141029/frame0130.jpg,Autumn,0.9907
/mnt/lake/VBags/141029/frame0147.jpg,Autumn,0.7583
/mnt/lake/VBags/141029/frame0144.jpg,Autumn,0.977
/mnt/lake/VBags/141029/frame0287.jpg,Autumn,0.79
/mnt/lake/VBags/141029/frame0138.jpg,Autumn,0.9653
/mnt/lake/VBags/141029/frame0285.jpg,Autumn,0.9585
/mnt/lake/VBags/141029/frame0195.jpg,Spring,0.4814
/mnt/lake/VBags/141029/frame0286.jpg,Autumn,0.9077
/mnt/lake/VBags/141029/frame0139.jpg,Autumn,0.9883
/mnt/lake/VBags/141029/frame0180.jpg,Autumn,0.8853
/mnt/lake/VBags/141029/frame0277.jpg,Autumn,0.89
/mnt/lake/VBags/141029/frame0125.jpg,Autumn,0.9517
/mnt/lake/VBags/141029/frame0289.jpg,Autumn,0.9053
/mnt/lake/VBags/141029/frame0197.jpg,Autumn,0.9707
/mnt/lake/VBags/141029/frame0311.jpg,Autumn,0.7915
/mnt/lake/VBags/141029/frame0179.jpg,Autumn,0.775
/mnt/lake/VBags/141029/frame0293.jpg,Autumn,0.8237
/mnt/lake/VBags/141029/frame0113.jpg,Autumn,0.948
/mnt/lake/VBags/141029/frame0308.jpg,Autumn,0.8164
/mnt/lake/VBags/141029/frame0133.jpg,Autumn,0.8364
/mnt/lake/VBags/141029/frame0312.jpg,Autumn,0.678
/mnt/lake/VBags/141029/frame0052.jpg,Autumn,0.6323
/mnt/lake/VBags/141029/frame0306.jpg,Autumn,0.68
/mnt/lake/VBags/141029/frame0140.jpg,Autumn,0.961
/mnt/lake/VBags/141029/frame0198.jpg,Autumn,0.942
/mnt/lake/VBags/141029/frame0114.jpg,Autumn,0.943
/mnt/lake/VBags/141029/frame0026.jpg,Autumn,0.6064
/mnt/lake/VBags/141029/frame0292.jpg,Autumn,0.7563
/mnt/lake/VBags/141029/frame0280.jpg,Autumn,0.499
/mnt/lake/VBags/141029/frame0339.jpg,Autumn,0.6123
/mnt/lake/VBags/141029/frame0338.jpg,Autumn,0.6675
/mnt/lake/VBags/141029/frame0033.jpg,Autumn,0.9307
/mnt/lake/VBags/141029/frame0320.jpg,Autumn,0.675
/mnt/lake/VBags/141029/frame0272.jpg,Winter,0.6157
/mnt/lake/VBags/141029/frame0062.jpg,Autumn,0.6646
/mnt/lake/VBags/141029/frame0214.jpg,Autumn,0.7666
/mnt/lake/VBags/141107/frame0273.jpg,Autumn,0.805
/mnt/lake/VBags/141107/frame0120.jpg,Autumn,0.937
/mnt/lake/VBags/141107/frame0130.jpg,Autumn,0.8716
/mnt/lake/VBags/141107/frame0285.jpg,Autumn,0.558
/mnt/lake/VBags/141107/frame0288.jpg,Winter,0.562
/mnt/lake/VBags/141107/frame0282.jpg,Autumn,0.836
/mnt/lake/VBags/141107/frame0030.jpg,Autumn,0.8496
/mnt/lake/VBags/141107/frame0025.jpg,Autumn,0.5576
/mnt/lake/VBags/141107/frame0111.jpg,Autumn,0.7925
/mnt/lake/VBags/141107/frame0093.jpg,Autumn,0.88
/mnt/lake/VBags/141107/frame0159.jpg,Winter,0.5044
/mnt/lake/VBags/141107/frame0047.jpg,Autumn,0.9536
/mnt/lake/VBags/141107/frame0121.jpg,Autumn,0.8184
/mnt/lake/VBags/141107/frame0286.jpg,Winter,0.585
/mnt/lake/VBags/141107/frame0114.jpg,Autumn,0.643
/mnt/lake/VBags/141107/frame0284.jpg,Winter,0.5303
/mnt/lake/VBags/141107/frame0039.jpg,Autumn,0.653
/mnt/lake/VBags/141107/frame0158.jpg,Winter,0.7217
/mnt/lake/VBags/141107/frame0173.jpg,Autumn,0.6675
/mnt/lake/VBags/141107/frame0103.jpg,Winter,0.642
/mnt/lake/VBags/141107/frame0024.jpg,Autumn,0.8994
/mnt/lake/VBags/141107/frame0287.jpg,Winter,0.5654
/mnt/lake/VBags/141107/frame0116.jpg,Autumn,0.835
/mnt/lake/VBags/141107/frame0118.jpg,Autumn,0.723
/mnt/lake/VBags/141107/frame0115.jpg,Autumn,0.8623
/mnt/lake/VBags/141107/frame0184.jpg,Autumn,0.7266
/mnt/lake/VBags/141107/frame0022.jpg,Autumn,0.765
/mnt/lake/VBags/141107/frame0029.jpg,Autumn,0.932
/mnt/lake/VBags/141107/frame0113.jpg,Autumn,0.569
/mnt/lake/VBags/141107/frame0123.jpg,Autumn,0.653
/mnt/lake/VBags/141107/frame0283.jpg,Winter,0.737
/mnt/lake/VBags/141107/frame0027.jpg,Autumn,0.727
/mnt/lake/VBags/141107/frame0181.jpg,Autumn,0.8784
/mnt/lake/VBags/141107/frame0023.jpg,Winter,0.5215
/mnt/lake/VBags/141107/frame0094.jpg,Autumn,0.8975
/mnt/lake/VBags/141107/frame0249.jpg,Winter,0.7925
/mnt/lake/VBags/141107/frame0048.jpg,Autumn,0.7935
/mnt/lake/VBags/141107/frame0020.jpg,Winter,0.5034
/mnt/lake/VBags/141107/frame0054.jpg,Winter,0.6475
/mnt/lake/VBags/141107/frame0268.jpg,Winter,0.759
/mnt/lake/VBags/141114/frame0313.jpg,Autumn,0.9775
/mnt/lake/VBags/141114/frame0314.jpg,Autumn,0.9463
/mnt/lake/VBags/141114/frame0315.jpg,Autumn,0.9067
/mnt/lake/VBags/141114/frame0312.jpg,Autumn,0.565
/mnt/lake/VBags/141114/frame0269.jpg,Autumn,0.9624
/mnt/lake/VBags/141114/frame0025.jpg,Autumn,0.6245
/mnt/lake/VBags/141114/frame0267.jpg,Autumn,0.961
/mnt/lake/VBags/141114/frame0303.jpg,Autumn,0.904
/mnt/lake/VBags/141114/frame0026.jpg,Winter,0.656
/mnt/lake/VBags/141114/frame0268.jpg,Autumn,0.9214
/mnt/lake/VBags/141114/frame0297.jpg,Autumn,0.8496
/mnt/lake/VBags/141114/frame0351.jpg,Autumn,0.697
/mnt/lake/VBags/141114/frame0355.jpg,Autumn,0.588
/mnt/lake/VBags/141114/frame0187.jpg,Autumn,0.679
/mnt/lake/VBags/141114/frame0302.jpg,Autumn,0.8257
/mnt/lake/VBags/141114/frame0039.jpg,Autumn,0.9644
/mnt/lake/VBags/141114/frame0203.jpg,Autumn,0.8438
/mnt/lake/VBags/141114/frame0242.jpg,Autumn,0.4973
/mnt/lake/VBags/141114/frame0357.jpg,Autumn,0.677
/mnt/lake/VBags/141114/frame0150.jpg,Autumn,0.856
/mnt/lake/VBags/141114/frame0339.jpg,Autumn,0.943
/mnt/lake/VBags/141114/frame0233.jpg,Autumn,0.973
/mnt/lake/VBags/141114/frame0316.jpg,Autumn,0.705
/mnt/lake/VBags/141114/frame0036.jpg,Autumn,0.8477
/mnt/lake/VBags/141114/frame0309.jpg,Autumn,0.682
/mnt/lake/VBags/141114/frame0204.jpg,Autumn,0.977
/mnt/lake/VBags/141114/frame0037.jpg,Autumn,0.939
/mnt/lake/VBags/141114/frame0310.jpg,Winter,0.689
/mnt/lake/VBags/141114/frame0067.jpg,Autumn,0.777
/mnt/lake/VBags/141114/frame0304.jpg,Winter,0.561
/mnt/lake/VBags/141114/frame0352.jpg,Winter,0.6055
/mnt/lake/VBags/141114/frame0038.jpg,Autumn,0.754
/mnt/lake/VBags/141114/frame0219.jpg,Autumn,0.9043
/mnt/lake/VBags/141114/frame0226.jpg,Autumn,0.762
/mnt/lake/VBags/141114/frame0045.jpg,Autumn,0.872
/mnt/lake/VBags/141114/frame0256.jpg,Autumn,0.502
/mnt/lake/VBags/141114/frame0237.jpg,Autumn,0.864
/mnt/lake/VBags/141114/frame0189.jpg,Autumn,0.886
/mnt/lake/VBags/141114/frame0230.jpg,Autumn,0.853
/mnt/lake/VBags/141114/frame0101.jpg,Autumn,0.5947
/mnt/lake/VBags/141121/frame0298.jpg,Autumn,0.9414
/mnt/lake/VBags/141121/frame0299.jpg,Autumn,0.981
/mnt/lake/VBags/141121/frame0302.jpg,Autumn,0.8345
/mnt/lake/VBags/141121/frame0304.jpg,Autumn,0.951
/mnt/lake/VBags/141121/frame0056.jpg,Autumn,0.7827
/mnt/lake/VBags/141121/frame0261.jpg,Autumn,0.7944
/mnt/lake/VBags/141121/frame0306.jpg,Autumn,0.866
/mnt/lake/VBags/141121/frame0256.jpg,Autumn,0.8564
